LOCATION,DAY,ORDER_NUMBER,FLAVOR,SCOOPS
Mundare,16,236,chocolate,3
Myrnam,26,147,vanilla,1
Delburne,27,2,vanilla,2
Lamont,24,5,strawberry,2
Delburne,14,30,chocolate,2
Cardston,30,19,banana,3
Magrath,29,149,strawberry,1
Bashaw,1,61,strawberry,2
Girouxville,10,34,chocolate,3
Bruderheim,16,27,chocolate,1
Mannville,6,83,chocolate,1
Bashaw,7,222,chocolate,2
Delburne,2,72,chocolate,1
Ryley,21,116,chocolate,3
Falher,19,59,chocolate,1
Valleyview,20,58,chocolate,2
Ryley,8,5,strawberry,1
Chestermere,21,74,banana,2
Athabasca,30,181,chocolate,2
Bashaw,9,4,vanilla,2
Athabasca,10,71,strawberry,2
Lacombe,20,61,chocolate,1
Valleyview,26,83,vanilla,3
Ryley,28,6,chocolate,2
Lomond,1,114,banana,1
Magrath,6,162,vanilla,2
Chestermere,9,95,banana,3
Mundare,26,112,chocolate,1
Mundare,28,180,chocolate,2
Lomond,21,132,strawberry,2
Lamont,26,82,strawberry,1
Lacombe,25,27,vanilla,1
Mundare,30,31,chocolate,3
Mundare,9,81,vanilla,1
Magrath,1,10,chocolate,2
Mundare,27,172,chocolate,2
Bashaw,11,21,chocolate,2
Mannville,26,87,vanilla,2
Chestermere,21,44,strawberry,2
Delburne,18,124,strawberry,3
Athabasca,28,131,strawberry,2
Bruderheim,8,165,chocolate,1
Lamont,19,90,strawberry,3
Athabasca,3,106,vanilla,2
Chestermere,16,46,chocolate,1
Delburne,16,17,vanilla,2
Ryley,2,93,chocolate,2
Eckville,16,89,strawberry,2
Vermilion,3,119,chocolate,1
Bashaw,14,16,vanilla,1
Mundare,9,20,chocolate,3
Girouxville,4,31,strawberry,2
Bruderheim,10,52,strawberry,3
Lomond,10,158,vanilla,1
Athabasca,24,59,vanilla,2
Ryley,13,121,strawberry,3
Cardston,18,60,banana,3
Mundare,29,2,vanilla,2
Bashaw,22,56,vanilla,2
Eckville,15,46,strawberry,3
Myrnam,7,41,vanilla,2
Eckville,26,117,vanilla,3
Vermilion,10,126,vanilla,2
Mannville,17,151,chocolate,1
Cardston,13,28,vanilla,3
Bruderheim,30,29,chocolate,1
Mannville,5,7,strawberry,1
Bashaw,10,68,vanilla,1
Vermilion,13,5,strawberry,2
Bashaw,8,46,strawberry,2
Lamont,4,20,strawberry,2
Athabasca,29,11,vanilla,1
Athabasca,12,28,chocolate,1
Bruderheim,8,151,vanilla,3
Athabasca,1,96,chocolate,2
Cardston,25,69,chocolate,1
Cardston,1,96,chocolate,1
Mundare,26,5,banana,1
Bashaw,8,149,strawberry,1
Girouxville,11,180,banana,2
Olds,7,128,strawberry,3
Lamont,21,58,strawberry,2
Bashaw,21,144,banana,2
Chestermere,13,106,vanilla,1
Bashaw,15,58,chocolate,1
Myrnam,17,150,vanilla,2
Magrath,28,8,chocolate,1
Cardston,20,15,vanilla,2
Lacombe,1,50,banana,3
Valleyview,18,175,vanilla,1
Mannville,8,50,chocolate,2
Mannville,11,176,chocolate,2
Eckville,18,23,vanilla,2
Lamont,15,86,strawberry,1
Delburne,12,29,chocolate,1
Magrath,14,65,chocolate,2
Myrnam,5,79,strawberry,1
Vermilion,3,71,strawberry,3
Magrath,29,162,strawberry,1
Girouxville,30,197,vanilla,1
Mannville,23,122,chocolate,2
Athabasca,21,153,banana,1
Cardston,11,134,strawberry,2
Delburne,28,20,vanilla,3
Lomond,27,103,strawberry,1
Mannville,13,80,strawberry,3
Girouxville,10,131,strawberry,2
Mannville,12,171,strawberry,2
Eckville,22,66,banana,2
Mannville,5,18,strawberry,2
Lacombe,29,44,banana,2
Vermilion,22,43,chocolate,1
Olds,22,95,strawberry,2
Chestermere,22,70,vanilla,2
Bruderheim,13,24,chocolate,2
Mannville,22,58,chocolate,3
Vermilion,30,25,chocolate,2
Mannville,24,139,vanilla,3
Cardston,30,17,strawberry,2
Athabasca,19,45,vanilla,3
Mundare,7,3,chocolate,2
Athabasca,13,40,vanilla,2
Olds,26,145,vanilla,2
Girouxville,13,216,vanilla,1
Delburne,22,138,banana,3
Lomond,30,19,banana,1
Valleyview,4,5,strawberry,2
Bashaw,28,109,strawberry,2
Mannville,29,207,chocolate,1
Falher,23,10,strawberry,2
Olds,10,43,strawberry,2
Lacombe,16,135,chocolate,3
Delburne,22,9,chocolate,1
Mundare,8,187,chocolate,3
Girouxville,22,2,strawberry,1
Chestermere,10,10,chocolate,1
Bruderheim,13,71,vanilla,1
Valleyview,27,139,vanilla,2
Girouxville,12,14,vanilla,2
Cardston,23,44,strawberry,1
Lomond,5,88,vanilla,2
Myrnam,8,61,vanilla,2
Lomond,6,33,strawberry,2
Myrnam,9,108,chocolate,1
Lomond,18,70,chocolate,2
Cardston,24,48,banana,2
Delburne,12,28,vanilla,2
Mannville,6,122,vanilla,1
Mannville,29,116,chocolate,2
Mundare,17,134,vanilla,1
Cardston,28,38,strawberry,2
Falher,13,60,vanilla,2
Mannville,11,18,strawberry,2
Mannville,22,19,strawberry,3
Magrath,22,90,strawberry,2
Lamont,8,58,chocolate,1
Mundare,1,88,banana,2
Mundare,4,131,strawberry,1
Cardston,3,63,strawberry,1
Mannville,15,5,vanilla,2
Lomond,24,116,chocolate,3
Mannville,27,72,vanilla,2
Athabasca,1,74,banana,3
Cardston,19,156,strawberry,2
Girouxville,30,109,vanilla,2
Olds,2,71,strawberry,1
Ryley,24,52,chocolate,3
Bashaw,27,143,banana,2
Lomond,5,99,chocolate,1
Magrath,18,21,vanilla,2
Mundare,20,26,strawberry,3
Ryley,18,35,vanilla,2
Myrnam,2,48,banana,2
Lomond,17,40,strawberry,2
Valleyview,13,38,strawberry,1
Lamont,14,36,vanilla,1
Lomond,8,68,vanilla,2
Athabasca,25,26,strawberry,2
Lacombe,5,3,banana,2
Magrath,13,17,banana,2
Cardston,13,67,vanilla,1
Mundare,16,105,chocolate,2
Ryley,5,28,vanilla,2
Cardston,17,120,chocolate,3
Bruderheim,13,29,banana,2
Delburne,20,65,vanilla,1
Lamont,11,1,chocolate,2
Lomond,11,59,vanilla,3
Girouxville,27,86,chocolate,2
Lamont,8,13,strawberry,2
Bashaw,19,186,chocolate,1
Bruderheim,12,29,vanilla,1
Athabasca,6,108,chocolate,3
Valleyview,23,114,strawberry,2
Myrnam,1,75,vanilla,1
Bruderheim,2,82,strawberry,2
Chestermere,18,50,vanilla,1
Girouxville,12,36,strawberry,1
Cardston,1,68,strawberry,3
Girouxville,8,132,chocolate,2
Ryley,19,19,chocolate,2
Bashaw,1,66,banana,3
Athabasca,9,110,vanilla,1
Girouxville,9,135,banana,2
Chestermere,19,26,chocolate,2
Olds,11,57,chocolate,2
Ryley,24,46,strawberry,3
Chestermere,19,115,vanilla,2
Mundare,3,148,banana,3
Chestermere,13,11,strawberry,2
Eckville,22,35,strawberry,2
Girouxville,21,145,vanilla,3
Chestermere,19,18,strawberry,2
Ryley,19,82,strawberry,1
Valleyview,12,94,strawberry,2
Athabasca,22,101,chocolate,2
Lomond,14,96,chocolate,1
Lomond,18,49,vanilla,2
Bashaw,12,21,chocolate,2
Lomond,27,25,chocolate,1
Myrnam,20,7,vanilla,2
Delburne,24,14,vanilla,2
Valleyview,4,86,chocolate,3
Athabasca,1,56,banana,1
Mannville,25,113,chocolate,2
Mundare,10,152,vanilla,3
Bruderheim,3,16,vanilla,2
Olds,14,73,chocolate,3
Chestermere,11,27,banana,2
Ryley,24,38,banana,2
Eckville,10,92,strawberry,2
Myrnam,27,132,strawberry,3
Mannville,21,60,chocolate,2
Myrnam,5,111,strawberry,1
Ryley,12,110,strawberry,2
Lamont,17,68,vanilla,3
Lomond,23,184,vanilla,2
Delburne,18,81,banana,2
Delburne,22,7,strawberry,3
Valleyview,4,141,vanilla,3
Eckville,30,80,strawberry,2
Lomond,5,12,vanilla,1
Bruderheim,25,17,banana,2
Mannville,3,171,strawberry,2
Bruderheim,1,76,chocolate,1
Mannville,6,114,chocolate,1
Chestermere,14,131,vanilla,1
Vermilion,5,92,chocolate,2
Girouxville,8,94,chocolate,2
Cardston,11,110,vanilla,1
Mundare,3,197,vanilla,1
Chestermere,13,15,strawberry,2
Lacombe,16,95,strawberry,2
Cardston,16,17,strawberry,2
Myrnam,3,44,vanilla,1
Lacombe,27,49,strawberry,2
Bashaw,12,84,vanilla,1
Bashaw,23,41,banana,2
Girouxville,14,18,strawberry,1
Myrnam,16,56,chocolate,3
Ryley,1,56,chocolate,1
Chestermere,15,107,vanilla,2
Chestermere,8,101,strawberry,1
Mundare,27,41,banana,1
Mundare,18,145,banana,1
Cardston,27,32,chocolate,2
Lamont,27,132,banana,2
Mannville,19,151,vanilla,3
Olds,8,140,banana,2
Bruderheim,3,66,vanilla,3
Lamont,23,60,banana,3
Bashaw,2,116,vanilla,1
Eckville,3,3,strawberry,2
Bashaw,13,11,strawberry,1
Olds,13,10,chocolate,1
Lamont,4,104,vanilla,2
Ryley,30,19,banana,3
Bashaw,30,56,vanilla,1
Mannville,1,31,chocolate,3
Lamont,22,9,strawberry,2
Mannville,13,197,chocolate,2
Lomond,5,6,chocolate,1
Bashaw,25,150,vanilla,2
Myrnam,24,124,chocolate,3
Lomond,16,197,strawberry,1
Valleyview,9,184,strawberry,3
Mannville,27,91,strawberry,3
Magrath,30,107,strawberry,1
Bashaw,28,92,chocolate,3
Lomond,12,56,vanilla,1
Mannville,7,11,banana,1
Mundare,14,125,chocolate,1
Chestermere,13,31,chocolate,2
Delburne,20,39,chocolate,1
Ryley,26,79,strawberry,2
Eckville,16,95,chocolate,2
Athabasca,24,133,strawberry,2
Valleyview,4,117,vanilla,2
Valleyview,5,95,strawberry,2
Mannville,21,103,vanilla,2
Valleyview,14,76,strawberry,2
Vermilion,24,135,strawberry,2
Bashaw,13,89,strawberry,2
Lacombe,11,90,chocolate,1
Magrath,20,5,chocolate,2
Lomond,29,131,vanilla,1
Athabasca,5,153,chocolate,2
Mundare,23,37,banana,2
Valleyview,9,62,vanilla,3
Mannville,15,131,chocolate,3
Valleyview,4,2,banana,3
Valleyview,19,44,strawberry,2
Delburne,18,79,chocolate,1
Girouxville,24,239,banana,1
Lomond,30,44,chocolate,2
Mundare,30,202,chocolate,2
Bruderheim,18,47,vanilla,2
Mannville,1,82,vanilla,2
Valleyview,11,132,banana,2
Chestermere,13,48,vanilla,3
Bruderheim,28,120,strawberry,3
Lomond,6,80,chocolate,2
Delburne,19,84,chocolate,3
Girouxville,20,228,vanilla,1
Athabasca,14,79,chocolate,1
Myrnam,23,12,chocolate,2
Olds,7,45,strawberry,3
Mundare,15,90,banana,1
Lacombe,10,35,vanilla,2
Myrnam,1,15,chocolate,2
Girouxville,29,42,chocolate,2
Girouxville,19,45,banana,2
Chestermere,19,120,vanilla,2
Vermilion,30,42,chocolate,1
Valleyview,19,99,strawberry,2
Bashaw,14,24,chocolate,3
Magrath,4,143,strawberry,2
Lacombe,14,103,strawberry,3
Mannville,10,23,vanilla,1
Bruderheim,22,46,banana,2
Bruderheim,29,110,strawberry,2
Lomond,4,73,banana,1
Mannville,12,90,strawberry,1
Lomond,20,65,chocolate,2
Chestermere,12,147,strawberry,2
Ryley,24,11,banana,3
Bruderheim,9,95,vanilla,2
Delburne,11,71,vanilla,3
Girouxville,10,76,banana,2
Olds,3,124,banana,1
Chestermere,30,25,chocolate,1
Delburne,6,109,chocolate,1
Ryley,15,78,strawberry,2
Magrath,9,177,chocolate,1
Lacombe,16,107,vanilla,2
Eckville,15,85,strawberry,2
Athabasca,15,166,banana,2
Girouxville,3,48,strawberry,2
Lamont,13,116,strawberry,2
Lacombe,4,25,vanilla,1
Lacombe,24,55,chocolate,2
Mundare,21,40,chocolate,2
Mannville,21,122,chocolate,1
Falher,24,17,chocolate,2
Lomond,28,70,strawberry,2
Chestermere,20,87,chocolate,2
Mannville,5,243,vanilla,3
Girouxville,7,42,chocolate,2
Myrnam,9,129,banana,2
Athabasca,20,67,strawberry,2
Athabasca,26,29,banana,1
Ryley,12,11,vanilla,1
Bruderheim,18,48,vanilla,1
Girouxville,26,15,chocolate,2
Chestermere,3,55,chocolate,1
Lamont,13,66,chocolate,2
Myrnam,10,61,strawberry,1
Lacombe,5,33,chocolate,3
Bashaw,10,55,vanilla,1
Girouxville,12,147,banana,3
Vermilion,11,44,chocolate,2
Delburne,28,100,strawberry,1
Delburne,10,68,vanilla,3
Lomond,2,109,strawberry,1
Vermilion,17,90,vanilla,2
Mannville,3,155,vanilla,2
Chestermere,11,1,strawberry,1
Vermilion,12,146,vanilla,1
Myrnam,29,47,vanilla,2
Chestermere,28,141,strawberry,2
Bashaw,5,79,vanilla,1
Lacombe,11,93,vanilla,3
Lamont,17,23,strawberry,2
Eckville,17,79,chocolate,2
Mannville,2,106,vanilla,2
Vermilion,21,88,chocolate,2
Bashaw,7,237,strawberry,1
Eckville,5,29,chocolate,3
Chestermere,28,120,vanilla,2
Athabasca,16,142,chocolate,3
Mundare,4,123,strawberry,1
Cardston,20,1,vanilla,1
Delburne,14,22,strawberry,1
Mundare,29,231,chocolate,1
Olds,25,67,strawberry,1
Mundare,11,166,vanilla,1
Bashaw,2,135,chocolate,2
Girouxville,9,107,vanilla,3
Falher,29,62,chocolate,2
Mannville,19,131,strawberry,1
Mundare,20,85,strawberry,2
Bashaw,5,26,strawberry,2
Bashaw,13,65,chocolate,2
Cardston,30,16,banana,2
Lomond,20,14,strawberry,3
Lamont,29,45,strawberry,2
Lomond,28,14,chocolate,2
Girouxville,12,195,strawberry,2
Athabasca,30,40,chocolate,2
Eckville,16,56,banana,3
Mundare,16,143,strawberry,1
Athabasca,5,138,strawberry,1
Lomond,21,170,chocolate,1
Ryley,14,77,strawberry,2
Lomond,14,169,strawberry,1
Mannville,26,6,vanilla,1
Mundare,18,88,vanilla,3
Bashaw,17,86,vanilla,2
Bashaw,11,170,strawberry,2
Athabasca,10,126,vanilla,2
Valleyview,29,22,banana,1
Falher,8,96,strawberry,2
Magrath,25,28,vanilla,2
Girouxville,25,69,vanilla,2
Vermilion,5,89,chocolate,2
Mannville,30,41,vanilla,3
Delburne,5,78,vanilla,2
Mannville,9,100,vanilla,3
Lamont,12,159,chocolate,1
Bruderheim,3,146,chocolate,2
Lomond,16,55,strawberry,2
Girouxville,11,205,vanilla,3
Ryley,15,26,strawberry,2
Mannville,12,78,vanilla,3
Olds,11,71,banana,2
Bashaw,14,62,chocolate,1
Myrnam,6,30,chocolate,2
Girouxville,28,133,vanilla,2
Eckville,24,18,chocolate,2
Bashaw,28,136,vanilla,2
Olds,3,59,chocolate,2
Lomond,18,83,vanilla,1
Mannville,30,232,vanilla,2
Magrath,25,50,banana,2
Olds,18,110,chocolate,2
Magrath,2,56,strawberry,2
Magrath,18,66,chocolate,1
Lamont,2,127,chocolate,3
Eckville,25,160,strawberry,2
Bashaw,30,203,vanilla,3
Myrnam,13,3,banana,1
Bashaw,28,92,strawberry,3
Cardston,15,123,strawberry,2
Eckville,11,48,strawberry,1
Bashaw,1,123,strawberry,1
Chestermere,13,158,strawberry,3
Bashaw,25,158,strawberry,3
Girouxville,30,14,vanilla,2
Magrath,30,85,vanilla,1
Mannville,18,167,chocolate,1
Olds,7,121,chocolate,2
Bruderheim,18,93,chocolate,2
Delburne,8,33,vanilla,3
Delburne,10,78,banana,1
Mannville,10,57,vanilla,3
Ryley,7,32,chocolate,2
Athabasca,1,173,vanilla,2
Valleyview,6,73,vanilla,1
Mundare,20,69,strawberry,3
Athabasca,19,98,chocolate,2
Girouxville,24,231,strawberry,3
Bashaw,28,32,chocolate,2
Cardston,2,101,vanilla,2
Chestermere,26,86,chocolate,2
Lamont,20,65,chocolate,1
Bruderheim,24,50,chocolate,3
Myrnam,2,71,chocolate,2
Cardston,5,146,chocolate,2
Olds,25,102,banana,3
Lamont,29,10,chocolate,1
Ryley,9,10,vanilla,1
Girouxville,30,137,strawberry,3
Olds,24,80,strawberry,1
Bruderheim,1,97,chocolate,2
Bashaw,10,135,vanilla,1
Bashaw,16,150,vanilla,2
Girouxville,13,213,chocolate,1
Valleyview,30,78,strawberry,1
Chestermere,9,82,banana,3
Mundare,13,107,banana,2
Lomond,2,75,chocolate,1
Vermilion,24,137,chocolate,3
Olds,10,63,chocolate,2
Girouxville,2,138,vanilla,2
Olds,10,76,vanilla,2
Olds,10,26,vanilla,1
Lacombe,12,58,vanilla,2
Mannville,17,48,strawberry,1
Cardston,18,48,vanilla,2
Vermilion,30,40,strawberry,2
Girouxville,3,220,chocolate,3
Bruderheim,9,115,strawberry,1
Chestermere,14,131,strawberry,3
Cardston,22,169,vanilla,1
Magrath,12,56,chocolate,2
Cardston,29,30,vanilla,2
Mannville,7,218,chocolate,2
Athabasca,22,76,vanilla,2
Lacombe,11,92,chocolate,2
Eckville,11,46,vanilla,2
Bruderheim,29,129,chocolate,2
Lomond,27,126,vanilla,1
Lacombe,3,34,chocolate,2
Eckville,20,15,strawberry,2
Ryley,29,7,chocolate,3
Chestermere,13,94,strawberry,2
Mundare,18,47,vanilla,3
Cardston,24,55,strawberry,1
Magrath,15,19,chocolate,1
Chestermere,16,44,vanilla,2
Valleyview,21,88,chocolate,1
Valleyview,13,142,chocolate,2
Olds,20,55,chocolate,2
Valleyview,4,149,vanilla,1
Chestermere,3,15,chocolate,2
Ryley,12,82,vanilla,2
Girouxville,14,42,vanilla,1
Lomond,28,139,chocolate,1
Valleyview,11,113,banana,2
Girouxville,13,203,chocolate,2
Mannville,20,119,strawberry,1
Olds,5,19,chocolate,2
Athabasca,23,25,chocolate,1
Chestermere,15,74,vanilla,2
Chestermere,28,35,chocolate,2
Lomond,23,149,strawberry,2
Lacombe,1,21,chocolate,3
Ryley,21,154,chocolate,2
Vermilion,7,92,strawberry,2
Falher,10,20,vanilla,2
Cardston,18,91,strawberry,3
Lacombe,23,79,vanilla,2
Mundare,1,208,strawberry,1
Mundare,21,26,strawberry,3
Mundare,2,149,chocolate,2
Cardston,15,20,vanilla,2
Lomond,27,138,chocolate,2
Mannville,10,12,vanilla,1
Delburne,10,124,strawberry,2
Bashaw,14,87,chocolate,2
Mundare,16,128,strawberry,1
Bashaw,3,101,chocolate,3
Myrnam,23,90,vanilla,2
Falher,11,59,strawberry,2
Chestermere,15,102,strawberry,2
Lamont,3,3,strawberry,2
Chestermere,11,115,strawberry,1
Athabasca,24,145,vanilla,2
Bashaw,10,10,vanilla,1
Myrnam,19,88,chocolate,2
Mundare,17,32,strawberry,2
Mannville,11,189,vanilla,1
Olds,9,35,chocolate,3
Myrnam,6,16,banana,1
Magrath,27,51,strawberry,2
Girouxville,3,33,strawberry,2
Mannville,3,47,chocolate,3
Athabasca,4,30,strawberry,1
Athabasca,5,36,strawberry,1
Chestermere,28,10,strawberry,1
Vermilion,25,80,chocolate,3
Bashaw,25,110,chocolate,2
Chestermere,19,41,chocolate,1
Lamont,28,16,chocolate,1
Athabasca,1,17,strawberry,2
Valleyview,6,59,strawberry,2
Magrath,24,42,strawberry,2
Mannville,5,112,strawberry,2
Vermilion,25,2,vanilla,3
Athabasca,1,56,banana,2
Cardston,10,69,banana,2
Bashaw,26,11,strawberry,3
Delburne,2,68,strawberry,2
Falher,13,77,strawberry,1
Vermilion,4,81,chocolate,2
Bashaw,21,35,vanilla,1
Girouxville,11,178,chocolate,1
Eckville,21,39,chocolate,2
Mundare,10,186,vanilla,3
Girouxville,20,110,strawberry,3
Ryley,15,64,strawberry,1
Girouxville,25,56,vanilla,1
Mannville,29,48,chocolate,2
Athabasca,21,161,strawberry,2
Olds,18,6,strawberry,1
Ryley,21,32,banana,2
Mannville,10,197,chocolate,1
Bashaw,17,74,vanilla,3
Mundare,18,102,strawberry,2
Lomond,23,77,vanilla,3
Girouxville,28,91,vanilla,2
Girouxville,23,158,vanilla,3
Magrath,5,39,vanilla,2
Athabasca,23,82,chocolate,1
Bashaw,22,110,vanilla,1
Myrnam,15,46,strawberry,2
Magrath,1,37,strawberry,3
Eckville,14,99,vanilla,2
Magrath,21,107,chocolate,1
Lomond,3,115,vanilla,3
Falher,10,119,banana,2
Valleyview,11,8,strawberry,2
Girouxville,29,158,strawberry,1
Lacombe,21,70,banana,2
Mannville,25,98,vanilla,3
Chestermere,23,3,strawberry,3
Myrnam,7,34,banana,2
Chestermere,25,132,chocolate,2
Delburne,15,126,banana,1
Delburne,25,26,chocolate,2
Mannville,14,15,chocolate,1
Cardston,14,130,vanilla,2
Valleyview,17,62,banana,2
Magrath,20,114,chocolate,3
Mundare,26,103,vanilla,1
Eckville,4,125,banana,3
Chestermere,26,31,vanilla,1
Mannville,26,7,strawberry,2
Girouxville,15,15,vanilla,2
Mannville,28,16,strawberry,1
Mundare,5,128,vanilla,2
Vermilion,17,1,vanilla,1
Athabasca,29,40,chocolate,2
Bruderheim,7,90,vanilla,1
Lamont,22,50,banana,2
Chestermere,3,103,chocolate,1
Lacombe,24,117,vanilla,2
Mundare,9,25,vanilla,3
Cardston,25,162,banana,3
Bashaw,4,17,strawberry,1
Athabasca,4,141,chocolate,1
Vermilion,23,15,banana,1
Lomond,30,86,banana,2
Girouxville,22,159,chocolate,2
Mannville,18,25,vanilla,2
Mannville,25,97,strawberry,2
Girouxville,23,85,strawberry,3
Myrnam,10,64,chocolate,1
Olds,5,85,chocolate,3
Mundare,14,38,banana,2
Lacombe,18,22,vanilla,1
Mundare,25,83,vanilla,1
Mannville,13,176,strawberry,3
Falher,3,21,chocolate,1
Eckville,13,31,strawberry,1
Girouxville,18,59,chocolate,1
Valleyview,30,13,strawberry,2
Falher,28,82,chocolate,2
Magrath,8,90,strawberry,2
Lomond,26,95,strawberry,2
Bashaw,16,43,vanilla,2
Bruderheim,6,79,strawberry,1
Girouxville,16,42,strawberry,3
Bashaw,13,185,vanilla,2
Bashaw,29,65,vanilla,2
Athabasca,21,135,strawberry,3
Lamont,13,144,chocolate,3
Bashaw,16,106,vanilla,2
Delburne,2,77,chocolate,2
Lamont,4,11,strawberry,1
Mundare,15,49,strawberry,2
Bashaw,7,82,chocolate,2
Mundare,9,135,strawberry,1
Bruderheim,19,10,strawberry,3
Athabasca,11,53,vanilla,3
Lacombe,10,68,chocolate,2
Girouxville,11,225,strawberry,2
Lacombe,19,35,vanilla,3
Cardston,1,35,banana,1
Chestermere,8,103,banana,1
Chestermere,28,169,strawberry,1
Valleyview,30,67,banana,2
Myrnam,10,66,banana,2
Bashaw,13,210,chocolate,1
Vermilion,14,104,strawberry,3
Ryley,16,64,strawberry,2
Mannville,18,132,strawberry,2
Vermilion,17,53,strawberry,2
Bashaw,5,128,strawberry,3
Bruderheim,28,158,chocolate,3
Lomond,26,86,vanilla,1
Bruderheim,14,103,banana,1
Chestermere,5,94,chocolate,2
Myrnam,9,66,banana,2
Lomond,30,184,vanilla,2
Chestermere,28,12,banana,1
Mundare,9,210,strawberry,2
Myrnam,27,78,vanilla,2
Athabasca,2,136,chocolate,2
Delburne,17,15,vanilla,1
Ryley,21,70,vanilla,2
Falher,28,102,strawberry,3
Mundare,6,40,chocolate,2
Bruderheim,8,132,banana,1
Girouxville,2,18,chocolate,2
Delburne,15,75,chocolate,1
Bruderheim,12,69,chocolate,2
Lomond,17,38,chocolate,2
Mundare,29,159,strawberry,3
Eckville,2,124,strawberry,1
Lacombe,29,90,strawberry,2
Girouxville,1,154,banana,2
Lomond,20,186,chocolate,2
Chestermere,15,15,vanilla,2
Mundare,4,132,banana,1
Valleyview,27,17,banana,1
Bashaw,4,198,strawberry,1
Eckville,22,84,strawberry,3
Bruderheim,4,2,chocolate,1
Athabasca,10,166,chocolate,2
Mannville,24,2,chocolate,2
Athabasca,29,19,vanilla,2
Olds,15,55,strawberry,1
Cardston,27,140,vanilla,2
Mannville,8,18,strawberry,2
Bruderheim,7,113,chocolate,2
Bashaw,19,219,strawberry,2
Falher,24,71,vanilla,1
Chestermere,25,133,vanilla,2
Mundare,3,94,chocolate,1
Mannville,28,36,vanilla,2
Athabasca,7,54,strawberry,2
Ryley,20,8,banana,2
Mannville,1,229,chocolate,2
Falher,6,28,strawberry,2
Lamont,13,72,vanilla,2
Magrath,9,76,vanilla,1
Cardston,4,65,strawberry,1
Lomond,16,177,chocolate,2
Mannville,14,103,banana,3
Cardston,6,160,vanilla,3
Bashaw,9,200,vanilla,3
Myrnam,10,94,strawberry,3
Myrnam,26,14,vanilla,3
Mundare,11,59,strawberry,2
Bashaw,28,153,chocolate,2
Cardston,13,29,strawberry,3
Ryley,1,37,banana,2
Mannville,29,196,strawberry,2
Delburne,1,18,vanilla,1
Athabasca,19,106,chocolate,2
Mannville,12,94,strawberry,1
Magrath,30,63,strawberry,1
Athabasca,28,78,vanilla,2
Mannville,24,79,strawberry,2
Athabasca,19,45,strawberry,2
Valleyview,4,138,chocolate,1
Ryley,6,57,vanilla,2
Bashaw,14,147,strawberry,2
Mundare,7,10,strawberry,2
Lomond,1,38,vanilla,3
Myrnam,27,116,vanilla,3
Lacombe,1,17,chocolate,2
Cardston,24,53,banana,3
Magrath,22,115,vanilla,2
Chestermere,6,4,strawberry,1
Athabasca,18,72,strawberry,1
Athabasca,1,37,strawberry,1
Lamont,2,71,chocolate,1
Olds,23,52,vanilla,2
Mannville,26,173,chocolate,2
Valleyview,29,90,vanilla,2
Lamont,20,14,strawberry,2
Falher,24,43,chocolate,2
Bashaw,27,108,strawberry,1
Myrnam,13,46,vanilla,3
Mundare,24,10,chocolate,2
Lomond,20,8,banana,2
Cardston,30,101,vanilla,2
Olds,24,110,strawberry,2
Eckville,2,133,vanilla,2
Valleyview,30,103,strawberry,1
Bashaw,19,10,banana,1
Bashaw,24,51,strawberry,2
Chestermere,11,39,vanilla,2
Delburne,25,120,chocolate,2
Magrath,1,86,vanilla,1
Lomond,14,106,strawberry,1
Lamont,14,41,vanilla,3
Delburne,5,16,vanilla,2
Valleyview,3,67,vanilla,2
Eckville,19,171,chocolate,2
Mannville,8,3,vanilla,2
Lacombe,29,133,strawberry,2
Lamont,17,69,vanilla,1
Bashaw,19,185,vanilla,1
Valleyview,6,26,strawberry,2
Lacombe,2,83,chocolate,1
Eckville,14,90,banana,2
Chestermere,14,31,strawberry,1
Athabasca,3,27,vanilla,2
Olds,20,88,banana,3
Cardston,8,136,chocolate,2
Athabasca,30,124,chocolate,2
Lacombe,8,131,strawberry,2
Mundare,25,29,chocolate,2
Myrnam,25,58,chocolate,3
Mannville,18,170,strawberry,3
Cardston,29,47,strawberry,2
Mundare,25,186,chocolate,3
Cardston,21,62,vanilla,1
Lacombe,17,19,chocolate,1
Falher,24,40,vanilla,2
Bashaw,1,15,banana,2
Chestermere,6,111,strawberry,3
Bruderheim,2,105,vanilla,2
Cardston,17,47,strawberry,2
Mundare,21,6,vanilla,2
Chestermere,3,17,strawberry,1
Chestermere,13,22,strawberry,2
Vermilion,2,2,vanilla,1
Lacombe,5,86,vanilla,1
Lomond,17,136,banana,1
Olds,30,19,banana,2
Mannville,8,163,banana,2
Lomond,11,83,chocolate,3
Lacombe,22,2,strawberry,3
Bashaw,27,56,chocolate,2
Mundare,21,9,banana,1
Bruderheim,10,11,strawberry,1
Girouxville,12,54,vanilla,2
Athabasca,17,8,vanilla,1
Eckville,7,84,vanilla,1
Eckville,30,124,chocolate,3
Cardston,1,5,banana,2
Bruderheim,11,84,vanilla,2
Lomond,14,8,vanilla,2
Cardston,6,16,strawberry,1
Valleyview,27,106,vanilla,2
Athabasca,28,20,banana,2
Vermilion,1,53,vanilla,2
Bashaw,18,73,strawberry,2
Lacombe,9,43,chocolate,1
Olds,9,62,vanilla,1
Mundare,4,130,chocolate,2
Delburne,14,35,banana,3
Mannville,28,48,strawberry,3
Vermilion,3,86,chocolate,2
Eckville,4,67,chocolate,2
Athabasca,20,75,strawberry,1
Lacombe,18,70,vanilla,2
