LOCATION,DAY,ORDER_NUMBER,TYPE
Valleyview,4,53,takeout
Vermilion,1,39,drive through
Mundare,14,113,takeout
Lamont,23,3,takeout
Delburne,4,7,in store
Mannville,27,34,drive through
Lamont,14,19,in store
Bashaw,14,64,drive through
Falher,13,14,takeout
Lomond,19,59,in store
Bashaw,14,169,in store
Myrnam,30,10,takeout
Delburne,5,15,drive through
Mundare,3,138,drive through
Eckville,23,2,drive through
Myrnam,16,30,takeout
Bashaw,4,40,takeout
Eckville,30,118,in store
Magrath,23,69,in store
Ryley,9,27,drive through
Mannville,29,143,takeout
Cardston,23,21,in store
Bruderheim,8,47,in store
Olds,17,41,in store
Lamont,10,14,takeout
Girouxville,7,207,drive through
Olds,11,1,in store
Vermilion,14,93,drive through
Girouxville,12,76,takeout
Bashaw,4,87,in store
Delburne,21,111,in store
Vermilion,18,147,takeout
Bashaw,14,73,takeout
Chestermere,12,170,takeout
Bashaw,20,95,in store
Mannville,5,195,takeout
Lacombe,25,85,in store
Olds,30,13,drive through
Delburne,5,99,in store
Valleyview,20,62,drive through
Myrnam,21,47,drive through
Delburne,28,91,drive through
Lomond,30,182,takeout
Valleyview,26,163,in store
Valleyview,8,8,takeout
Mundare,16,54,takeout
Lacombe,17,86,drive through
Chestermere,18,172,in store
Lomond,14,111,drive through
Eckville,24,86,in store
Vermilion,25,92,in store
Valleyview,21,140,drive through
Bruderheim,30,79,drive through
Athabasca,21,6,in store
Valleyview,13,53,in store
Mundare,12,73,drive through
Valleyview,29,144,in store
Mannville,20,5,drive through
Mundare,22,236,in store
Chestermere,20,24,in store
Olds,8,100,in store
Vermilion,15,8,in store
Bashaw,21,26,takeout
Falher,5,119,in store
Bashaw,12,103,drive through
Vermilion,13,89,drive through
Delburne,4,97,takeout
Lacombe,29,163,in store
Eckville,26,63,in store
Valleyview,4,126,takeout
Lomond,11,79,takeout
Girouxville,9,76,in store
Valleyview,17,55,in store
Lacombe,14,67,in store
Myrnam,1,56,in store
Bruderheim,24,24,takeout
Cardston,15,58,drive through
Chestermere,16,48,takeout
Valleyview,4,94,takeout
Myrnam,9,7,in store
Athabasca,17,19,drive through
Athabasca,18,179,in store
Eckville,26,108,in store
Chestermere,28,7,in store
Girouxville,15,100,takeout
Bashaw,13,106,drive through
Athabasca,18,26,in store
Mundare,9,148,takeout
Lomond,10,1,takeout
Delburne,2,125,drive through
Lamont,16,86,in store
Mundare,4,22,takeout
Falher,26,6,in store
Delburne,23,80,drive through
Falher,26,34,takeout
Chestermere,16,163,drive through
Lomond,21,60,drive through
Bashaw,16,102,in store
Olds,7,144,takeout
Bruderheim,18,24,in store
Falher,26,18,in store
Girouxville,12,59,in store
Bruderheim,14,76,takeout
Girouxville,22,50,takeout
Magrath,28,35,takeout
Delburne,2,20,takeout
Myrnam,12,81,in store
Magrath,24,6,takeout
Falher,13,58,in store
Bashaw,18,172,in store
Lomond,1,68,takeout
Chestermere,2,7,drive through
Mundare,30,219,takeout
Delburne,6,81,in store
Lamont,27,7,takeout
Valleyview,21,72,drive through
Cardston,30,133,drive through
Olds,5,1,takeout
Bashaw,29,99,takeout
Mannville,14,194,takeout
Girouxville,11,192,in store
Eckville,16,84,drive through
Olds,8,76,in store
Bashaw,8,88,takeout
Chestermere,15,38,drive through
Olds,13,74,drive through
Bashaw,30,102,in store
Lamont,4,39,in store
Olds,3,140,in store
Lacombe,17,75,takeout
Bruderheim,13,31,in store
Lamont,11,1,drive through
Lacombe,3,146,takeout
Mundare,26,138,in store
Ryley,3,57,drive through
Girouxville,26,210,takeout
Magrath,3,35,takeout
Mundare,11,120,takeout
Falher,19,127,drive through
Eckville,3,114,takeout
Mundare,30,62,takeout
Valleyview,29,189,in store
Athabasca,23,34,takeout
Cardston,11,141,in store
Lomond,30,117,takeout
Ryley,24,75,takeout
Lacombe,5,98,takeout
Lomond,1,139,drive through
Magrath,25,70,drive through
Lomond,5,141,takeout
Myrnam,20,51,drive through
Ryley,30,31,in store
Mannville,9,144,drive through
Athabasca,13,124,takeout
Delburne,28,24,takeout
Olds,28,25,in store
Mannville,12,52,takeout
Ryley,12,95,takeout
Bashaw,25,161,takeout
Bashaw,19,56,drive through
Mannville,12,100,takeout
Lacombe,23,10,in store
Cardston,8,105,in store
Girouxville,15,9,in store
Delburne,21,36,drive through
Delburne,22,70,in store
Olds,18,18,drive through
Mannville,23,135,in store
Myrnam,2,5,drive through
Mannville,4,106,in store
Vermilion,13,9,in store
Chestermere,13,158,in store
Bruderheim,18,29,in store
Mannville,28,72,in store
Eckville,12,35,takeout
Girouxville,16,116,takeout
Athabasca,4,21,drive through
Olds,29,39,in store
Bashaw,5,126,in store
Lacombe,1,17,takeout
Falher,26,60,drive through
Bashaw,28,191,in store
Myrnam,4,66,drive through
Lacombe,21,12,drive through
Mundare,8,202,takeout
Valleyview,17,68,takeout
Mundare,11,214,drive through
Eckville,15,133,in store
Lamont,18,13,takeout
Girouxville,12,130,in store
Bashaw,17,26,drive through
Mannville,7,191,drive through
Ryley,22,13,takeout
Chestermere,17,35,takeout
Magrath,15,72,takeout
Lomond,25,139,drive through
Athabasca,17,47,takeout
Mannville,16,38,takeout
Athabasca,28,21,drive through
Mannville,30,104,drive through
Magrath,16,130,in store
Mundare,26,71,in store
Girouxville,8,64,drive through
Falher,10,90,in store
Lacombe,24,25,drive through
Falher,1,2,drive through
Valleyview,5,98,takeout
Mannville,8,182,drive through
Delburne,28,52,drive through
Girouxville,6,100,in store
Cardston,21,110,drive through
Falher,19,126,in store
Delburne,27,23,drive through
Girouxville,3,119,in store
Athabasca,15,169,drive through
Girouxville,4,109,takeout
Mundare,24,226,in store
Valleyview,19,49,takeout
Cardston,5,17,in store
Bashaw,3,8,in store
Falher,5,83,takeout
Athabasca,5,147,drive through
Lamont,20,112,takeout
Mundare,21,122,in store
Ryley,7,43,drive through
Vermilion,30,112,takeout
Mundare,10,177,in store
Valleyview,5,22,takeout
Ryley,14,104,takeout
Vermilion,10,69,takeout
Bashaw,9,181,takeout
Lamont,9,4,takeout
Mundare,14,29,drive through
Bruderheim,2,98,in store
Falher,4,16,in store
Mundare,22,24,takeout
Bashaw,24,82,in store
Lomond,17,13,in store
Lamont,13,31,takeout
Valleyview,11,89,drive through
Cardston,1,46,takeout
Vermilion,16,155,in store
Vermilion,2,16,takeout
Mundare,27,77,in store
Myrnam,16,81,drive through
Mundare,23,101,drive through
Olds,9,15,in store
Chestermere,24,75,in store
Lomond,17,200,drive through
Athabasca,20,60,drive through
Mannville,7,83,in store
Myrnam,16,68,in store
Cardston,12,35,in store
Bashaw,12,31,drive through
Bashaw,3,93,drive through
Mannville,21,32,in store
Magrath,18,52,in store
Falher,28,62,takeout
Lacombe,29,169,in store
Ryley,28,65,in store
Myrnam,9,101,drive through
Girouxville,28,2,drive through
Olds,12,16,in store
Mannville,26,192,takeout
Valleyview,15,176,in store
Bruderheim,16,41,takeout
Eckville,7,100,in store
Bruderheim,28,100,in store
Lomond,14,129,drive through
Eckville,22,76,drive through
Bruderheim,12,39,takeout
Bashaw,3,88,in store
Chestermere,26,87,drive through
Vermilion,27,60,drive through
Chestermere,30,72,takeout
Athabasca,17,25,takeout
Bruderheim,11,6,drive through
Athabasca,10,4,drive through
Vermilion,15,14,in store
Myrnam,25,3,takeout
Athabasca,9,103,in store
Lomond,22,58,takeout
Mundare,22,95,takeout
Mundare,16,138,drive through
Athabasca,1,78,in store
Delburne,20,47,drive through
Girouxville,15,15,takeout
Athabasca,12,120,in store
Bruderheim,27,76,in store
Eckville,19,119,drive through
Chestermere,7,108,in store
Cardston,19,149,in store
Ryley,24,45,takeout
Mundare,25,98,in store
Myrnam,12,23,takeout
Mannville,7,178,drive through
Girouxville,7,92,takeout
Bruderheim,25,103,takeout
Lomond,3,94,takeout
Eckville,10,52,drive through
Mundare,30,13,takeout
Mannville,1,166,drive through
Mannville,15,122,takeout
Bashaw,22,35,in store
Myrnam,11,21,in store
Chestermere,24,69,drive through
Olds,27,141,in store
Mannville,12,150,drive through
Eckville,22,71,in store
Delburne,15,120,takeout
Cardston,12,103,drive through
Vermilion,17,92,takeout
Athabasca,9,37,drive through
Mannville,14,10,takeout
Eckville,3,77,takeout
Eckville,29,2,takeout
Falher,21,49,drive through
Lomond,5,190,drive through
Athabasca,26,104,drive through
Chestermere,20,60,takeout
Athabasca,24,40,in store
Lomond,16,90,in store
Myrnam,18,124,takeout
Bashaw,20,76,in store
Ryley,4,6,takeout
Delburne,20,22,in store
Ryley,15,116,drive through
Magrath,29,79,takeout
Olds,18,123,in store
Mundare,12,68,in store
Myrnam,5,104,takeout
Mundare,12,3,in store
Myrnam,4,101,takeout
Mannville,21,139,drive through
Magrath,20,72,takeout
Mundare,3,53,takeout
Delburne,14,49,takeout
Falher,9,78,takeout
Girouxville,24,167,takeout
Lamont,19,58,in store
Vermilion,18,17,drive through
Lomond,19,153,drive through
Lacombe,3,90,takeout
Bashaw,12,140,drive through
Mundare,19,122,takeout
Chestermere,9,3,in store
Bruderheim,2,95,takeout
Olds,25,30,in store
Ryley,29,71,takeout
Mannville,8,90,takeout
Lomond,9,64,takeout
Bashaw,18,104,in store
Eckville,14,101,takeout
Chestermere,5,48,drive through
Myrnam,4,136,drive through
Falher,16,40,in store
Bashaw,26,13,in store
Lamont,24,120,takeout
Magrath,17,78,drive through
Valleyview,4,109,in store
Athabasca,22,142,drive through
Mannville,21,113,takeout
Mannville,30,213,takeout
Bruderheim,30,99,in store
Olds,16,69,drive through
Mundare,1,153,in store
Valleyview,18,173,in store
Girouxville,10,94,drive through
Bashaw,2,56,takeout
Bashaw,29,53,drive through
Delburne,25,77,drive through
Athabasca,26,103,takeout
Cardston,12,91,in store
Falher,12,34,drive through
Bruderheim,28,38,in store
Magrath,21,159,takeout
Athabasca,22,12,takeout
Vermilion,27,12,takeout
Cardston,25,7,in store
Chestermere,20,35,takeout
Cardston,27,29,drive through
Bruderheim,8,112,in store
Bruderheim,4,3,drive through
Lamont,13,94,takeout
Lomond,21,59,drive through
Chestermere,26,55,drive through
Lacombe,13,23,takeout
Olds,19,17,in store
Eckville,17,94,drive through
Athabasca,23,95,drive through
Ryley,25,143,in store
Bruderheim,21,8,in store
Lomond,30,104,in store
Mundare,18,128,takeout
Vermilion,11,93,in store
Chestermere,20,100,takeout
Mundare,5,142,in store
Myrnam,5,126,in store
Athabasca,8,92,in store
Mundare,4,76,in store
Cardston,13,47,drive through
Athabasca,19,30,in store
Lacombe,22,80,in store
Bashaw,6,88,drive through
Eckville,9,165,drive through
Ryley,12,108,drive through
Lamont,12,64,takeout
Mannville,23,143,drive through
Lomond,7,57,drive through
Athabasca,25,112,drive through
Valleyview,18,181,drive through
Magrath,5,119,drive through
Bruderheim,13,62,drive through
Cardston,21,171,in store
Delburne,7,34,drive through
Lacombe,24,63,in store
Cardston,13,24,drive through
Vermilion,8,67,takeout
Falher,23,22,drive through
Lacombe,20,42,takeout
Myrnam,28,7,takeout
Magrath,11,22,in store
Valleyview,10,148,in store
Mundare,21,88,drive through
Myrnam,15,4,drive through
Myrnam,22,2,in store
Lacombe,23,14,in store
Magrath,29,124,drive through
Vermilion,22,17,drive through
Lacombe,23,73,takeout
Magrath,2,88,drive through
Cardston,27,110,drive through
Valleyview,2,93,in store
Bashaw,11,133,drive through
Ryley,23,97,takeout
Valleyview,26,134,drive through
Valleyview,5,191,drive through
Lamont,25,73,drive through
Girouxville,17,103,in store
Mannville,23,85,in store
Mundare,17,110,in store
Valleyview,2,111,takeout
Bashaw,28,120,drive through
Bashaw,4,39,drive through
Chestermere,12,124,in store
Delburne,7,116,drive through
Falher,30,120,drive through
Chestermere,21,134,drive through
Delburne,26,8,takeout
Mannville,15,114,takeout
Bruderheim,5,16,takeout
Olds,11,18,takeout
Myrnam,28,11,in store
Delburne,25,18,in store
Vermilion,7,98,drive through
Lamont,27,102,in store
Athabasca,14,8,drive through
Eckville,3,30,drive through
Olds,5,18,in store
Lomond,11,27,drive through
Girouxville,14,83,in store
Cardston,2,21,drive through
Valleyview,20,18,in store
Mundare,26,47,in store
Magrath,18,85,drive through
Falher,14,43,takeout
Lomond,7,127,drive through
Lomond,11,35,drive through
Cardston,14,65,takeout
Chestermere,27,34,takeout
Olds,28,6,takeout
Lamont,17,71,drive through
Lamont,29,13,takeout
Girouxville,15,27,takeout
Myrnam,23,5,drive through
Eckville,13,53,in store
Falher,10,66,drive through
Mundare,1,88,in store
Eckville,15,105,in store
Lomond,23,29,drive through
Cardston,17,75,takeout
Cardston,14,60,drive through
Olds,11,73,drive through
Bruderheim,12,99,drive through
Ryley,22,49,drive through
Lamont,13,154,takeout
Eckville,4,35,in store
Girouxville,10,113,in store
Valleyview,29,17,takeout
Bashaw,19,133,in store
Lacombe,28,32,drive through
Mundare,25,3,takeout
Eckville,11,23,in store
Lomond,6,77,in store
Girouxville,27,204,takeout
Valleyview,28,113,in store
Mannville,5,159,in store
Magrath,8,73,takeout
Valleyview,8,47,in store
Vermilion,13,47,takeout
Mannville,30,6,in store
Eckville,25,26,in store
Mannville,4,46,takeout
Valleyview,11,170,in store
Cardston,13,64,takeout
Lamont,22,15,drive through
Ryley,16,13,takeout
Magrath,27,14,in store
Myrnam,28,13,drive through
Mannville,5,28,takeout
Lamont,6,14,drive through
Cardston,17,69,in store
Magrath,3,68,takeout
Delburne,2,85,in store
Vermilion,1,5,takeout
Magrath,15,108,in store
Athabasca,4,106,drive through
Valleyview,9,6,drive through
Mundare,10,96,in store
Lacombe,25,72,takeout
Valleyview,18,74,takeout
Bruderheim,2,6,drive through
Eckville,1,7,drive through
Lacombe,8,131,takeout
Mundare,18,110,drive through
Lamont,30,43,in store
Ryley,2,76,takeout
Mannville,24,15,in store
Eckville,27,66,in store
Valleyview,17,20,takeout
Mannville,12,141,in store
Ryley,1,67,drive through
Chestermere,10,102,drive through
Girouxville,28,151,takeout
Delburne,2,41,in store
Magrath,4,57,takeout
Valleyview,13,51,drive through
Girouxville,30,77,takeout
Bashaw,8,183,in store
Girouxville,18,51,drive through
Lomond,22,42,takeout
Mundare,14,44,in store
Athabasca,19,105,drive through
Valleyview,16,111,takeout
Mundare,7,78,in store
Delburne,18,102,drive through
Mannville,4,126,takeout
Olds,7,74,in store
Magrath,28,109,takeout
Athabasca,22,200,in store
Delburne,22,131,in store
Valleyview,15,38,drive through
Lamont,14,11,drive through
Cardston,23,5,takeout
Eckville,3,66,in store
Olds,25,9,drive through
Falher,15,76,takeout
Lomond,2,38,takeout
Lomond,27,133,takeout
Girouxville,28,124,in store
Chestermere,20,12,takeout
Lacombe,16,57,in store
Valleyview,11,136,drive through
Eckville,12,116,takeout
Mannville,25,73,in store
Mannville,7,195,takeout
Ryley,14,46,drive through
Mundare,26,49,drive through
Vermilion,19,55,in store
Ryley,24,77,in store
Lomond,20,39,takeout
Lomond,20,82,drive through
Eckville,14,76,drive through
Mundare,4,72,takeout
Lacombe,18,73,in store
Bruderheim,30,46,in store
Delburne,17,29,takeout
Olds,15,42,in store
Chestermere,26,54,in store
Lacombe,5,73,drive through
Eckville,11,2,drive through
Lacombe,2,78,drive through
Ryley,14,149,takeout
Delburne,5,21,in store
Mundare,30,159,in store
Cardston,11,158,in store
Mundare,11,96,drive through
Mannville,19,15,takeout
Bruderheim,6,62,takeout
Vermilion,6,42,takeout
Valleyview,25,174,drive through
Mannville,25,162,in store
Myrnam,9,90,takeout
Mannville,5,205,takeout
Olds,27,162,drive through
Eckville,17,41,in store
Mannville,27,129,in store
Olds,18,36,drive through
Valleyview,15,40,takeout
Magrath,14,122,drive through
Eckville,12,46,takeout
Vermilion,18,33,in store
Bashaw,7,17,drive through
Bashaw,13,215,in store
Bruderheim,1,62,takeout
Lamont,13,85,in store
Olds,7,18,in store
Ryley,1,111,takeout
Girouxville,11,10,takeout
Chestermere,12,103,in store
Girouxville,27,141,takeout
Lomond,24,40,drive through
Olds,27,149,drive through
Mannville,5,69,takeout
Delburne,10,28,in store
Eckville,30,149,takeout
Olds,23,86,drive through
Vermilion,21,15,drive through
Athabasca,8,41,in store
Athabasca,5,36,drive through
Cardston,16,67,in store
Mannville,5,47,in store
Olds,22,45,takeout
Chestermere,8,82,drive through
Bashaw,6,202,drive through
Cardston,8,17,in store
Bashaw,21,121,takeout
Mannville,22,20,takeout
Falher,24,98,drive through
Athabasca,30,45,drive through
Cardston,6,24,drive through
Mundare,7,129,takeout
Girouxville,5,216,drive through
Bashaw,21,204,takeout
Cardston,22,46,drive through
Delburne,21,34,in store
Mundare,2,191,takeout
Eckville,21,160,drive through
Mundare,23,72,in store
Eckville,23,127,takeout
Cardston,1,56,in store
Olds,26,129,drive through
Girouxville,26,212,in store
Bashaw,23,70,in store
Eckville,26,14,in store
Magrath,4,92,drive through
Vermilion,4,11,in store
Bashaw,16,92,in store
Ryley,25,154,in store
Chestermere,10,91,drive through
Lamont,22,60,drive through
Cardston,16,36,takeout
Magrath,19,47,takeout
Ryley,12,93,in store
Chestermere,28,38,in store
Valleyview,8,180,in store
Eckville,2,32,in store
Eckville,23,57,takeout
Lacombe,14,103,takeout
Vermilion,3,20,drive through
Lacombe,27,68,drive through
Lomond,21,32,in store
Olds,16,60,in store
Girouxville,6,29,in store
Lamont,13,124,drive through
Eckville,24,87,drive through
Mundare,18,64,drive through
Girouxville,19,18,takeout
Vermilion,12,90,takeout
Mundare,28,92,in store
Bashaw,21,36,takeout
Falher,22,115,drive through
Ryley,11,125,in store
Eckville,2,110,drive through
Mannville,2,184,takeout
Ryley,27,104,takeout
Girouxville,19,159,drive through
Mannville,3,198,drive through
Lomond,11,47,drive through
Girouxville,27,57,takeout
Falher,29,121,in store
Eckville,18,156,drive through
Delburne,1,30,in store
Vermilion,4,178,in store
Myrnam,6,140,drive through
Bruderheim,8,106,takeout
Vermilion,21,23,takeout
Vermilion,25,4,drive through
Eckville,21,68,takeout
Athabasca,21,17,in store
Mundare,25,158,takeout
Mundare,18,120,takeout
Mundare,27,104,drive through
Chestermere,9,54,in store
Athabasca,21,27,takeout
Chestermere,3,46,takeout
Girouxville,11,120,takeout
Mundare,10,14,drive through
Delburne,6,83,takeout
Mannville,19,52,in store
Mannville,11,193,in store
Olds,20,135,in store
Eckville,2,86,takeout
Athabasca,27,69,drive through
Ryley,6,46,drive through
Delburne,25,73,takeout
Eckville,12,40,takeout
Lacombe,11,43,in store
Falher,21,24,drive through
Magrath,21,93,takeout
Delburne,1,73,drive through
Lacombe,11,47,drive through
Mannville,6,181,takeout
Eckville,28,38,takeout
Valleyview,14,210,takeout
Chestermere,15,57,drive through
Girouxville,13,80,drive through
Bruderheim,2,85,takeout
Mannville,16,146,takeout
Vermilion,11,86,drive through
Girouxville,11,95,drive through
Mannville,10,110,drive through
Girouxville,13,166,takeout
Lomond,18,7,in store
Mundare,24,58,takeout
Myrnam,7,62,in store
Delburne,23,141,drive through
Chestermere,17,125,in store
Lomond,12,104,drive through
Bruderheim,30,42,in store
Girouxville,14,127,in store
Delburne,22,152,drive through
Lomond,18,16,drive through
